ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
11-78,19/04/23 17:55:26,https://twitter.com/aiesheen/status/907206367315771392,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country in asia,@aiesheen,dá,RN 2024 🤞🏻,Anonymous,12/14,174,327,,But let's admit it Philippines is the richest country in Asia under the Marcos administration.,,Text,11/09/17 19:37,,Emotional,1,1,0,,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. We are also 30th worldwide when Marcos was ousted.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",No location,,
11-79,19/04/23 18:07:16,https://twitter.com/perpolmrqz/status/729981148542066690,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country in asia,@perpolmrqz,Cheyen Marquez,"The more power you have, the more humble you should be.

INC for life.",Identified,02/13,75,39,,"@nesfruta1027
 @_AmyDunne Ah ganun po ba? Kaya pala Philippines was the second richest country in Asia, next only to Japan.",,"Text, Reply",10/05/16 18:27,,Emotional,0,1,0,,,,"During the Marcos regime, Japan was among the top 3 Asian countries in terms of GDP. In contrast, the Philippines never ranked near the top 5 in Asia in GDP or GDP per capita.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","No location, tweet is part of thread",,
11-80,19/04/23 18:17:29,https://twitter.com/mikhaelpaolo/status/731893809458503681,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country in asia,@mikhaelpaolo,mikhael,behind the scenes,Identified,01/13,2242,1605,,"If ex President Ferdinand Marcos stole money from the Filipino people, why was the Philippines the richest country in Asia?",,Text,16/05/16 01:07,,Emotional,1,0,0,,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. We are also 30th worldwide when Marcos was ousted.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",No location,,
11-81,19/04/23 18:20:24,https://twitter.com/poutybaby_123/status/729894193863122945,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country in asia,@poutybaby_123,Pouty,P.S. I'm not yet a voter,Anonymous,05/16,5,5,"Rizal, Rehiyon ng Lambak ng Ca","When Marcos was the president of this country, the Philippines is the second richest country in Asia. #BBM4VP https://twitter.com/faithbasbas_/status/729892440849571840",,"Text, URL",10/05/16 12:41,,Rational,1,0,0,,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. We are also 30th worldwide when Marcos was ousted.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Includes url to a restricted tweet,,
11-82,19/04/23 18:35:11,https://twitter.com/lying_specter/status/732208990000533505,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@lying_specter,LyingSpecter,,Anonymous,05/16,3,1,,"kapag MARCOS martial law agad?Binulag na kayo ng media!Sa panahon niPres.Marcos,isa ang PINAS SA PINAKAMAYAMAN NA BANSA!
#TuwidNaDayaan","when MARCOS martial law immediately? The media has blinded you! During the time of Pres. Marcos, the Philippines was one of the RICHEST COUNTRIES!
#TuwidNaDayaan",Text,16/05/16 22:00,,Emotional,0,0,0,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No bio, no location",,
11-83,19/04/23 18:38:33,https://twitter.com/happpppymess/status/729855836516810752,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@happpppymess,≡,"you are perfect for your purpose | Ephesians 2:10
manifesting future ceo lawyer of my fam
assia x lyana x cha x gracey = well, me? lols",Anonymous,04/14,23,526,,"Nung si Marcos ang presidente, pangalawa ang Pilipinas sa pinakamayaman sa Asia. Ano palag?","When Marcos was president, the Philippines was the second richest in Asia. what always",Text,10/05/16 10:09,,Emotional,0,0,0,,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. We are also 30th worldwide when Marcos was ousted.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",No location,,
11-84,19/04/23 18:49:42,https://twitter.com/joycyyyyyyyy/status/730319399471583232,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@joycyyyyyyyy,jisoo',,Anonymous,05/15,161,337,,Ateng baka ikaw yung walang alam sa history. Pilipinas ang pinakamayaman sa Asia sa panahon ni Marcos. https://twitter.com/divine_elcano/status/730318519254933505,"Well, maybe you are the one who knows nothing about history. Philippines was the richest in Asia during the Marcos era.","Text, URL",11/05/16 16:51,,Emotional,1,0,0,,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. We are also 30th worldwide when Marcos was ousted.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","No bio, no location, includes url to an unavailable tweet",,
11-85,19/04/23 18:54:01,https://twitter.com/Jyyylinjoyy/status/720432012608163840,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@Jyyylinjoyy,JYLIN,"Above all else guard your heart, for it is the wellspring of life. ❤️                                                             IG: ohitsjylin",Anonymous,09/15,399,153,,"@Jyyylinjoyy
 nabal-an ko nga si Marcos ang the best nga president, nga sa time nya isa sa pinakamayaman ang PH","@Jyyylinjoyy
 I know that Marcos is the best president, that during his time PH was one of the richest","Text, Reply",14/04/16 10:02,,Emotional,0,0,0,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No location, replying to self",,
11-86,19/04/23 19:01:56,https://twitter.com/joel_bandido/status/800151134954405888,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@joel_bandido,joel de guzman,godsaveyou,Identified,09/11,104,6,Manila,"dati si marcos pa presidente no# 2 tayo sa pinakamayaman ngaun san na tayo no#1 corrupt at droga at no#1 tayo sa sisi sisi ng sisi,","Before Marcos was president, we were no. 2 among the richest, but now we are no. 1 in corruption and drugs, and we are no. 1 in blame, blame for blame,",Text,20/11/16 09:37,,Emotional,0,0,0,,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. We are also 30th worldwide when Marcos was ousted.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,
11-87,19/04/23 19:12:45,https://twitter.com/jamviloria1/status/702714271902269441,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@jamviloria1,jam viloria,,Identified,06/14,363,23,,"@suigeneris_05 
@jutaca33
 tama naman si Ranidel ha. Noong panahon ni Marcos isa sa pinakamayaman ang Pilipinas. malakas at kinatatakutan.","@suigeneris_05 
@jutaca33
 Ranidel is right huh. During the time of Marcos, the Philippines was one of the richest. strong and feared.","Text, Reply",25/02/16 12:38,,Rational,3,4,0,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No bio, no location, tweet is part of thread",,
11-88,19/04/23 19:18:10,https://twitter.com/marjem123/status/702695186229366785,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@marjem123,♏iLëêNā B.,life is WODERFUL to deal with stress😘,Anonymous,07/14,819,2095,,"May mangamali siguro nagawa si Marcos...but meron din nagawang maganda noon isa tayo sa pinakamayaman

Sana Dina maulit mga maling yun","Marcos may have done something wrong...but he also did something good back then, we were one of the richest

I hope Dina doesn't repeat those mistakes",Text,25/02/16 11:22,,Emotional,2,0,0,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",No location,,
11-89,19/04/23 19:23:01,https://twitter.com/lwtconnectedhes/status/729869655716728834,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@lwtconnectedhes,francine ; ia bc college,"❝ When you're right here beside me, there's nothing else I need. Yeah, your eyes keep me reminded that nothing's out of reach. ❞ || saw h+n/4 ♡",Anonymous,02/14,1184,7343,@pornoglarry's my other half ⚢,ang kasalanan ng tatay niya ay wag ng isisi sa anak fyi mas madaming nagawa ang mga Marcos kaysa sa Aquino and naging isa sa pinakamayaman +,his father's sin is not to blame the son fyi the Marcoses did more than Aquino and became one of the richest +,Text,10/05/16 11:04,,Emotional,0,1,0,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","Fake location, tweet is part of thread, content is continued in thread",,
11-90,19/04/23 19:28:39,https://twitter.com/jamesparmis/status/734591388860481536,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@jamesparmis,"Jaime II Parmis, PMP®",PMP® Certified • Data Analyst Certified • Data Scientist Certified • IT Support Certified • Cybersecurity Analyst Certified • Social Media Certified,Identified,04/08,711,1044,United Arab Emirates,VIRAL NOW! Alam niyo ba na ang Pilipinas ay isa sa pinakamayaman na bansa sa panahon ni Marcos? Basahin niyo ito... http://fb.me/PAvrqWNL,VIRAL NOW! Did you know that the Philippines was one of the richest countries during the Marcos era? Read this...,"Text, URL",23/05/16 11:46,,Transactional,3,1,3,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",Includes link to own site,,
11-91,19/04/23 19:38:00,https://twitter.com/Jhunel_Corby/status/730157988275621889,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos pinakamayaman,@Jhunel_Corby,Corby N.,Gemini | Anime Fan | Shy type | Loner | UnSocial | Designer sometimes | Simple | Single | Tweet me for more info. |,Identified,01/12,1719,525,"San Fernando City, La Union","Puro negatibo nakikita nyo sa Martial Law at sa panahon ni marcos, Siguro naman di nyo maipagkakailang ang bansa noon ang pinakamayaman.","You see all the negatives in Martial Law and during the time of Marcos, Maybe you can't deny that the country was the richest back then.",Text,11/05/16 06:10,,Emotional,1,0,0,,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",,,
11-92,19/04/23 19:42:01,https://twitter.com/krstnysh/status/729910038995730432,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@krstnysh,kyshi ☾,🇯🇵🇵🇭 strawhat,Anonymous,03/15,463,544,"Tokyo, Japan",P.Marcos was seriously a great pres back then. Philippines as the 2nd richest country next to Japan.  #BBM4VP,,Text,10/05/16 13:44,,Emotional,1,0,0,,,,"During the Marcos regime, Japan was among the top 3 Asian countries in terms of GDP. In contrast, the Philippines never ranked near the top 5 in Asia in GDP or GDP per capita.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,
11-93,19/04/23 19:59:51,https://twitter.com/spicysisiggg/status/729912384521785344,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@spicysisiggg,Hopiamanipopcorn,Vanda margraf 💕,Anonymous,10/15,471,304,Soul Society ,"If Ferdinand Marcos Stole Billions from the Filipinos then why is the Philippines the richest country next to japan? 
#BBM4VP",,Text,10/05/16 13:54,,Emotional,0,1,0,,,,"During the Marcos regime, Japan was among the top 3 Asian countries in terms of GDP. In contrast, the Philippines never ranked near the top 5 in Asia in GDP or GDP per capita.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Fake location,,
